ResumeIndex,ResumeDomain,MatchedJobDomain,Similarity
1735,Manufacturing & Construction,Finance & Accounting,0.6989943
1736,Manufacturing & Construction,Finance & Accounting,0.6820222
1737,Manufacturing & Construction,Finance & Accounting,0.724053
1738,Manufacturing & Construction,Finance & Accounting,0.76542974
1739,Manufacturing & Construction,Finance & Accounting,0.7199019
1740,Manufacturing & Construction,Finance & Accounting,0.68199867
1741,Manufacturing & Construction,Finance & Accounting,0.7385029
1742,Tech & IT,Tech & IT,0.7945094
1743,Manufacturing & Construction,Tech & IT,0.5466374
1744,Tech & IT,Tech & IT,0.791174
1745,Tech & IT,Tech & IT,0.79114705
1746,Tech & IT,Tech & IT,0.76747745
1747,Tech & IT,Tech & IT,0.8285555
1748,Manufacturing & Construction,Tech & IT,0.7090199
1749,Healthcare,Tech & IT,0.6324717
1750,Manufacturing & Construction,Tech & IT,0.7987422
1751,Manufacturing & Construction,Finance & Accounting,0.67956316
1752,Manufacturing & Construction,Finance & Accounting,0.5616432
1753,Manufacturing & Construction,Finance & Accounting,0.74857205
1754,Finance & Accounting,Finance & Accounting,0.74867696
1755,Manufacturing & Construction,Finance & Accounting,0.7227578
1756,Tech & IT,Finance & Accounting,0.69659233
1757,Tech & IT,Tech & IT,0.6779919
1758,Manufacturing & Construction,Tech & IT,0.7792887
1759,Manufacturing & Construction,Tech & IT,0.6586249
1760,Manufacturing & Construction,Finance & Accounting,0.8055718
1761,Manufacturing & Construction,Tech & IT,0.71311575
1762,Tech & IT,Tech & IT,0.7543375
1763,Tech & IT,Tech & IT,0.7482214
1764,Manufacturing & Construction,Tech & IT,0.5742178
1765,Manufacturing & Construction,Finance & Accounting,0.6873876
1766,Manufacturing & Construction,Finance & Accounting,0.6678977
1767,Tech & IT,Tech & IT,0.7624682
1768,Manufacturing & Construction,Tech & IT,0.6856074
1769,Manufacturing & Construction,Finance & Accounting,0.6523685
1770,Manufacturing & Construction,Finance & Accounting,0.6146414
1771,Tech & IT,Finance & Accounting,0.6017165
1772,Manufacturing & Construction,Finance & Accounting,0.7256809
1773,HR & Operations,Tech & IT,0.5657283
1774,Tech & IT,Tech & IT,0.77638245
1775,Manufacturing & Construction,Finance & Accounting,0.7043781
1776,Manufacturing & Construction,Finance & Accounting,0.6073264
1777,Manufacturing & Construction,Finance & Accounting,0.59125054
1778,Tech & IT,Tech & IT,0.7021221
1779,Manufacturing & Construction,Tech & IT,0.57399344
1780,Manufacturing & Construction,Tech & IT,0.6264313
1781,Manufacturing & Construction,Finance & Accounting,0.70226216
1782,Finance & Accounting,Finance & Accounting,0.7664292
1783,Tech & IT,Tech & IT,0.8003403
1784,Healthcare,Finance & Accounting,0.5963057
1785,Finance & Accounting,Finance & Accounting,0.765528
1786,Manufacturing & Construction,Tech & IT,0.48736367
1787,Manufacturing & Construction,Finance & Accounting,0.6829834
1788,Manufacturing & Construction,Finance & Accounting,0.6975324
1789,Tech & IT,Tech & IT,0.7719686
1790,Finance & Accounting,Finance & Accounting,0.7399054
1791,Manufacturing & Construction,Finance & Accounting,0.68702877
1792,Other Services,Finance & Accounting,0.6230691
1793,HR & Operations,Finance & Accounting,0.7214129
1794,Manufacturing & Construction,Tech & IT,0.6955026
1795,Manufacturing & Construction,Tech & IT,0.5698345
1796,HR & Operations,Tech & IT,0.6253423
1797,Manufacturing & Construction,Finance & Accounting,0.72000384
1798,Creative & Design,Tech & IT,0.6576391
1799,Tech & IT,Tech & IT,0.7797786
1800,Tech & IT,Tech & IT,0.74438715
1801,Manufacturing & Construction,Tech & IT,0.60763854
1802,Tech & IT,Tech & IT,0.8442173
1803,Manufacturing & Construction,Finance & Accounting,0.723953
1804,Manufacturing & Construction,Finance & Accounting,0.74894285
1805,Manufacturing & Construction,Tech & IT,0.6220282
1806,Manufacturing & Construction,Tech & IT,0.62201613
1807,Manufacturing & Construction,Tech & IT,0.722206
1808,Finance & Accounting,Finance & Accounting,0.63527393
1809,Finance & Accounting,Finance & Accounting,0.7178605
1810,Finance & Accounting,Finance & Accounting,0.6686976
1811,Finance & Accounting,Finance & Accounting,0.65934515
1812,Finance & Accounting,Finance & Accounting,0.7674886
1813,Finance & Accounting,Finance & Accounting,0.72785926
1814,Finance & Accounting,Finance & Accounting,0.74351406
1815,Finance & Accounting,Finance & Accounting,0.7000526
1816,Finance & Accounting,Finance & Accounting,0.7534286
1817,Finance & Accounting,Finance & Accounting,0.7428802
1818,Finance & Accounting,Finance & Accounting,0.73725724
1819,Finance & Accounting,Finance & Accounting,0.74065244
1820,Finance & Accounting,Finance & Accounting,0.6741649
1821,Finance & Accounting,Finance & Accounting,0.62757206
1822,Finance & Accounting,Finance & Accounting,0.7567482
1823,Finance & Accounting,Finance & Accounting,0.65159726
1824,Finance & Accounting,Finance & Accounting,0.7066766
1825,Finance & Accounting,Finance & Accounting,0.6844576
1826,Finance & Accounting,Finance & Accounting,0.7376835
1827,Finance & Accounting,Finance & Accounting,0.8000236
1828,Finance & Accounting,Finance & Accounting,0.71270955
1829,Finance & Accounting,Finance & Accounting,0.65747327
1830,Finance & Accounting,Finance & Accounting,0.7409121
1831,Finance & Accounting,Finance & Accounting,0.73256135
1832,Finance & Accounting,Finance & Accounting,0.7275332
1833,Finance & Accounting,Finance & Accounting,0.73855036
1834,Finance & Accounting,Finance & Accounting,0.7645442
1835,Finance & Accounting,Finance & Accounting,0.6563835
1836,Finance & Accounting,Finance & Accounting,0.60743046
1837,Finance & Accounting,Finance & Accounting,0.7150625
1838,Finance & Accounting,Finance & Accounting,0.6843277
1839,Finance & Accounting,Finance & Accounting,0.74540436
1840,Finance & Accounting,Finance & Accounting,0.76176447
1841,Finance & Accounting,Finance & Accounting,0.72594255
1842,Finance & Accounting,Finance & Accounting,0.78709817
1843,Finance & Accounting,Finance & Accounting,0.7745627
1844,Finance & Accounting,Finance & Accounting,0.73559433
1845,Finance & Accounting,Finance & Accounting,0.72976816
1846,Finance & Accounting,Finance & Accounting,0.71145576
1847,Finance & Accounting,Finance & Accounting,0.7944838
1848,Finance & Accounting,Finance & Accounting,0.77191293
1849,Finance & Accounting,Finance & Accounting,0.7615521
1850,Finance & Accounting,Finance & Accounting,0.68705213
1851,Finance & Accounting,Finance & Accounting,0.6675477
1852,Finance & Accounting,Finance & Accounting,0.58657163
1853,Finance & Accounting,Finance & Accounting,0.7165112
1854,Finance & Accounting,Finance & Accounting,0.66748863
1855,Finance & Accounting,Finance & Accounting,0.78752357
1856,Finance & Accounting,Finance & Accounting,0.71477175
1857,Finance & Accounting,Finance & Accounting,0.6989336
1858,Finance & Accounting,Finance & Accounting,0.72780263
1859,Finance & Accounting,Finance & Accounting,0.7302184
1860,Finance & Accounting,Finance & Accounting,0.73963404
1861,Finance & Accounting,Finance & Accounting,0.7164012
1862,Finance & Accounting,Finance & Accounting,0.7840878
1863,Finance & Accounting,Finance & Accounting,0.74990404
1864,Finance & Accounting,Finance & Accounting,0.7262927
1865,Finance & Accounting,Finance & Accounting,0.75519156
1866,Finance & Accounting,Finance & Accounting,0.74087524
1867,Finance & Accounting,Finance & Accounting,0.6653495
1868,Finance & Accounting,Finance & Accounting,0.71550775
1869,Finance & Accounting,Finance & Accounting,0.75984794
1870,Finance & Accounting,Finance & Accounting,0.7183744
1871,Finance & Accounting,Finance & Accounting,0.7969766
1872,Finance & Accounting,Finance & Accounting,0.76342964
1873,Finance & Accounting,Finance & Accounting,0.70664173
1874,Finance & Accounting,Finance & Accounting,0.7784692
1875,Finance & Accounting,Finance & Accounting,0.74876297
1876,Finance & Accounting,Finance & Accounting,0.728362
1877,Finance & Accounting,Finance & Accounting,0.77169997
1878,Finance & Accounting,Finance & Accounting,0.7917595
1879,Other Services,Finance & Accounting,0.7219615
1880,Finance & Accounting,Finance & Accounting,0.70025575
1881,Finance & Accounting,Finance & Accounting,0.7834931
1882,Finance & Accounting,Finance & Accounting,0.7297771
1883,Finance & Accounting,Finance & Accounting,0.6810413
1884,Finance & Accounting,Finance & Accounting,0.7203099
1885,Finance & Accounting,Finance & Accounting,0.70279056
1886,Finance & Accounting,Finance & Accounting,0.6744654
1887,Finance & Accounting,Finance & Accounting,0.62781966
1888,Finance & Accounting,Finance & Accounting,0.7609243
1889,Finance & Accounting,Finance & Accounting,0.65468776
1890,Finance & Accounting,Finance & Accounting,0.7621089
1891,Finance & Accounting,Finance & Accounting,0.6935121
1892,Finance & Accounting,Finance & Accounting,0.6745317
1893,Finance & Accounting,Finance & Accounting,0.7171316
1894,Finance & Accounting,Finance & Accounting,0.7286052
1895,Finance & Accounting,Finance & Accounting,0.6227133
1896,Finance & Accounting,Finance & Accounting,0.74529994
1897,Finance & Accounting,Finance & Accounting,0.7028926
1898,Finance & Accounting,Finance & Accounting,0.70392156
1899,Finance & Accounting,Finance & Accounting,0.74191153
1900,Finance & Accounting,Finance & Accounting,0.6978794
1901,Finance & Accounting,Finance & Accounting,0.707878
1902,Finance & Accounting,Finance & Accounting,0.74138886
1903,Finance & Accounting,Finance & Accounting,0.7706109
1904,Finance & Accounting,Finance & Accounting,0.78132594
1905,Finance & Accounting,Finance & Accounting,0.74674946
1906,Finance & Accounting,Finance & Accounting,0.70853984
1907,Finance & Accounting,Finance & Accounting,0.75470567
1908,Finance & Accounting,Finance & Accounting,0.77141273
1909,Finance & Accounting,Finance & Accounting,0.7408272
1910,Finance & Accounting,Finance & Accounting,0.72765434
1911,Finance & Accounting,Finance & Accounting,0.73284185
1912,Finance & Accounting,Finance & Accounting,0.69979775
1913,Finance & Accounting,Finance & Accounting,0.76517415
1914,Finance & Accounting,Finance & Accounting,0.79741096
1915,Finance & Accounting,Finance & Accounting,0.74993455
1916,Finance & Accounting,Finance & Accounting,0.7098441
1917,Finance & Accounting,Finance & Accounting,0.6303874
1918,Finance & Accounting,Finance & Accounting,0.8092897
1919,Finance & Accounting,Finance & Accounting,0.7556265
1920,Finance & Accounting,Finance & Accounting,0.7206128
1921,Finance & Accounting,Finance & Accounting,0.66940004
1922,Finance & Accounting,Finance & Accounting,0.7531897
1923,Finance & Accounting,Finance & Accounting,0.720227
1924,Finance & Accounting,Finance & Accounting,0.7669902
1925,Finance & Accounting,Finance & Accounting,0.67180085
1926,Manufacturing & Construction,Finance & Accounting,0.6399387
1927,Manufacturing & Construction,Finance & Accounting,0.7270739
1928,Manufacturing & Construction,Finance & Accounting,0.63400435
1929,Other Services,Finance & Accounting,0.7443297
1930,Manufacturing & Construction,Tech & IT,0.7756086
1931,Manufacturing & Construction,Creative & Design,0.5498197
1932,Manufacturing & Construction,Tech & IT,0.714674
1933,Manufacturing & Construction,Finance & Accounting,0.6163708
1934,Manufacturing & Construction,Finance & Accounting,0.61122584
1935,Manufacturing & Construction,Finance & Accounting,0.7094362
1936,Manufacturing & Construction,Tech & IT,0.68237627
1937,Manufacturing & Construction,Finance & Accounting,0.64892423
1938,Manufacturing & Construction,Finance & Accounting,0.63710535
1939,Manufacturing & Construction,Finance & Accounting,0.6361219
1940,Manufacturing & Construction,Finance & Accounting,0.6873292
1941,Manufacturing & Construction,Finance & Accounting,0.69635755
1942,Manufacturing & Construction,Finance & Accounting,0.6494341
1943,Manufacturing & Construction,Finance & Accounting,0.6552254
1944,Manufacturing & Construction,Finance & Accounting,0.6245985
1945,Other Services,Finance & Accounting,0.6957838
1946,Manufacturing & Construction,Finance & Accounting,0.6863902
1947,Manufacturing & Construction,Finance & Accounting,0.5806875
1948,Tech & IT,Healthcare,0.3838278
1949,Finance & Accounting,Finance & Accounting,0.68649924
1950,Manufacturing & Construction,Finance & Accounting,0.66366553
1951,Manufacturing & Construction,Finance & Accounting,0.6324386
1952,Manufacturing & Construction,Finance & Accounting,0.7129262
1953,Manufacturing & Construction,Finance & Accounting,0.67937994
1954,Manufacturing & Construction,Finance & Accounting,0.73702055
1955,Manufacturing & Construction,Finance & Accounting,0.7268841
1956,Manufacturing & Construction,Finance & Accounting,0.74884963
1957,Manufacturing & Construction,Finance & Accounting,0.6571957
1958,Manufacturing & Construction,Finance & Accounting,0.7071917
1959,HR & Operations,Finance & Accounting,0.6945882
1960,Manufacturing & Construction,Finance & Accounting,0.6837567
1961,Manufacturing & Construction,Finance & Accounting,0.71653557
1962,Manufacturing & Construction,Finance & Accounting,0.6769958
1963,Manufacturing & Construction,Finance & Accounting,0.7522933
1964,Manufacturing & Construction,Finance & Accounting,0.7041528
1965,Manufacturing & Construction,Finance & Accounting,0.6743838
1966,Manufacturing & Construction,Finance & Accounting,0.7522006
1967,HR & Operations,Finance & Accounting,0.67719525
1968,Manufacturing & Construction,Finance & Accounting,0.6687586
1969,Manufacturing & Construction,Finance & Accounting,0.7228477
1970,Manufacturing & Construction,Finance & Accounting,0.638579
1971,Manufacturing & Construction,Finance & Accounting,0.7136073
1972,Manufacturing & Construction,Finance & Accounting,0.6524997
1973,Manufacturing & Construction,Finance & Accounting,0.6250731
1974,Finance & Accounting,Finance & Accounting,0.7889401
1975,Manufacturing & Construction,Finance & Accounting,0.7503561
1976,Manufacturing & Construction,Finance & Accounting,0.7261278
1977,Finance & Accounting,Finance & Accounting,0.8008237
1978,Manufacturing & Construction,Finance & Accounting,0.7110395
1979,Manufacturing & Construction,Finance & Accounting,0.7270699
1980,Manufacturing & Construction,Finance & Accounting,0.7220296
1981,Other Services,Finance & Accounting,0.6328425
1982,Manufacturing & Construction,Finance & Accounting,0.67991996
1983,Manufacturing & Construction,Finance & Accounting,0.7344775
1984,Creative & Design,Finance & Accounting,0.5546348
1985,Finance & Accounting,Finance & Accounting,0.77052855
1986,Manufacturing & Construction,Finance & Accounting,0.7046912
1987,Manufacturing & Construction,Finance & Accounting,0.63152504
1988,Manufacturing & Construction,Tech & IT,0.4949832
1989,HR & Operations,Finance & Accounting,0.71858925
1990,Manufacturing & Construction,Finance & Accounting,0.6730435
1991,Manufacturing & Construction,Finance & Accounting,0.74538594
1992,Manufacturing & Construction,Finance & Accounting,0.61914754
1993,Manufacturing & Construction,Finance & Accounting,0.6574399
1994,Education,Creative & Design,0.65677726
1995,HR & Operations,Finance & Accounting,0.6590749
1996,Manufacturing & Construction,Finance & Accounting,0.71012795
1997,Manufacturing & Construction,Finance & Accounting,0.6856729
1998,Manufacturing & Construction,Finance & Accounting,0.72457224
1999,Finance & Accounting,Finance & Accounting,0.78597647
2000,Manufacturing & Construction,Finance & Accounting,0.6712053
2001,Healthcare,Finance & Accounting,0.6320081
2002,HR & Operations,Finance & Accounting,0.5988486
2003,Finance & Accounting,Finance & Accounting,0.6775812
2004,Manufacturing & Construction,Finance & Accounting,0.7054812
2005,Manufacturing & Construction,Finance & Accounting,0.6778544
2006,Finance & Accounting,Finance & Accounting,0.73613644
2007,Manufacturing & Construction,Finance & Accounting,0.7318456
2008,Manufacturing & Construction,Finance & Accounting,0.7524985
2009,Manufacturing & Construction,Finance & Accounting,0.5979011
2010,Manufacturing & Construction,Finance & Accounting,0.62552273
2011,Manufacturing & Construction,Finance & Accounting,0.7460394
2012,Finance & Accounting,Finance & Accounting,0.6603563
2013,Manufacturing & Construction,Finance & Accounting,0.566655
2014,Other Services,Finance & Accounting,0.65117776
2015,Other Services,Finance & Accounting,0.61492604
2016,Finance & Accounting,Finance & Accounting,0.6929382
2017,Manufacturing & Construction,Finance & Accounting,0.6704403
2018,Manufacturing & Construction,Finance & Accounting,0.6361165
2019,Manufacturing & Construction,Finance & Accounting,0.7013422
2020,Manufacturing & Construction,Finance & Accounting,0.7212178
2021,Other Services,Finance & Accounting,0.6448849
2022,Manufacturing & Construction,Finance & Accounting,0.6693239
2023,Manufacturing & Construction,Finance & Accounting,0.78239834
2024,Manufacturing & Construction,Finance & Accounting,0.7652345
2025,Manufacturing & Construction,Finance & Accounting,0.58375067
2026,Manufacturing & Construction,Finance & Accounting,0.7764138
2027,Manufacturing & Construction,Finance & Accounting,0.68504226
2028,Other Services,Finance & Accounting,0.5903466
2029,Manufacturing & Construction,Finance & Accounting,0.6790734
2030,Manufacturing & Construction,Finance & Accounting,0.7982099
2031,HR & Operations,Finance & Accounting,0.61999893
2032,HR & Operations,Finance & Accounting,0.6657726
2033,Healthcare,Tech & IT,0.5935439
2034,Tech & IT,Finance & Accounting,0.77915996
2035,Manufacturing & Construction,Finance & Accounting,0.52997065
2036,Manufacturing & Construction,Finance & Accounting,0.5881365
2037,Manufacturing & Construction,Finance & Accounting,0.7014672
2038,Healthcare,Finance & Accounting,0.631086
2039,Creative & Design,Finance & Accounting,0.44305187
2040,Creative & Design,Finance & Accounting,0.65964985
2041,Creative & Design,Finance & Accounting,0.7541692
2042,Creative & Design,Finance & Accounting,0.62554175
2043,HR & Operations,Finance & Accounting,0.7519355
2044,Finance & Accounting,Finance & Accounting,0.7223068
2045,Creative & Design,Finance & Accounting,0.5529704
2046,Creative & Design,Finance & Accounting,0.67609227
2047,Creative & Design,Finance & Accounting,0.6266034
2048,Creative & Design,Finance & Accounting,0.7214521
2049,Creative & Design,Finance & Accounting,0.6947427
2050,Other Services,Finance & Accounting,0.7971593
2051,Creative & Design,Finance & Accounting,0.7647372
2052,Creative & Design,Finance & Accounting,0.73950976
2053,Healthcare,Finance & Accounting,0.7480975
2054,Creative & Design,Finance & Accounting,0.70070827
2055,Creative & Design,Finance & Accounting,0.6935443
2056,Creative & Design,Finance & Accounting,0.6888813
2057,Creative & Design,Finance & Accounting,0.6615452
2058,Creative & Design,Finance & Accounting,0.6025839
2059,Finance & Accounting,Finance & Accounting,0.80294657
2060,Creative & Design,Finance & Accounting,0.5640685
2061,Creative & Design,Finance & Accounting,0.71613145
2062,Creative & Design,Finance & Accounting,0.65476173
2063,Hospitality & Food,Finance & Accounting,0.64146554
2064,Creative & Design,Finance & Accounting,0.71357554
2065,Creative & Design,Finance & Accounting,0.73486316
2066,Creative & Design,Finance & Accounting,0.65778214
2067,Creative & Design,Finance & Accounting,0.6533841
2068,Education,Finance & Accounting,0.727286
2069,Healthcare,Finance & Accounting,0.7454662
2070,Creative & Design,Finance & Accounting,0.5104895
2071,Creative & Design,Finance & Accounting,0.62954867
2072,Creative & Design,Finance & Accounting,0.7183391
2073,Creative & Design,Finance & Accounting,0.62205935
2074,Finance & Accounting,Finance & Accounting,0.72476166
2075,Finance & Accounting,Finance & Accounting,0.7770494
2076,Creative & Design,Finance & Accounting,0.50611985
2077,Finance & Accounting,Finance & Accounting,0.7852521
2078,Healthcare,Finance & Accounting,0.6203493
2079,Education,Finance & Accounting,0.6823116
2080,Creative & Design,Finance & Accounting,0.60589534
2081,Creative & Design,Finance & Accounting,0.7186386
2082,Creative & Design,Finance & Accounting,0.6779868
2083,Finance & Accounting,Finance & Accounting,0.6424918
2084,Other Services,Finance & Accounting,0.73372793
2085,Creative & Design,Finance & Accounting,0.6996118
2086,Creative & Design,Finance & Accounting,0.6465695
2087,Finance & Accounting,Finance & Accounting,0.81299263
2088,Healthcare,Finance & Accounting,0.64811915
2089,Healthcare,Finance & Accounting,0.77845794
2090,Creative & Design,Creative & Design,0.60950994
2091,Creative & Design,Finance & Accounting,0.49373466
2092,Healthcare,Finance & Accounting,0.629068
2093,Creative & Design,Finance & Accounting,0.7746031
2094,Hospitality & Food,Finance & Accounting,0.5214814
2095,Creative & Design,Finance & Accounting,0.597152
2096,HR & Operations,Finance & Accounting,0.74000967
2097,Creative & Design,Finance & Accounting,0.48957294
2098,Creative & Design,Finance & Accounting,0.629001
2099,Manufacturing & Construction,Finance & Accounting,0.6254758
2100,Creative & Design,Finance & Accounting,0.548525
2101,Creative & Design,Finance & Accounting,0.64763075
2102,Creative & Design,Finance & Accounting,0.6202655
2103,Other Services,Finance & Accounting,0.67902637
2104,Creative & Design,Finance & Accounting,0.6811353
2105,Creative & Design,Finance & Accounting,0.7274493
2106,HR & Operations,Finance & Accounting,0.70063365
2107,Other Services,Finance & Accounting,0.7825043
2108,Finance & Accounting,Finance & Accounting,0.7975027
2109,Creative & Design,Finance & Accounting,0.725063
2110,Other Services,Finance & Accounting,0.6796527
2111,Other Services,Finance & Accounting,0.5541512
2112,Creative & Design,Finance & Accounting,0.6941346
2113,Finance & Accounting,Finance & Accounting,0.7166666
2114,Creative & Design,Finance & Accounting,0.44051394
2115,Creative & Design,Finance & Accounting,0.7065191
2116,Finance & Accounting,Finance & Accounting,0.760852
2117,Creative & Design,Finance & Accounting,0.42322412
2118,Finance & Accounting,Finance & Accounting,0.7796001
2119,Other Services,Finance & Accounting,0.7973137
2120,Creative & Design,Finance & Accounting,0.5083111
2121,Creative & Design,Creative & Design,0.68751675
2122,Creative & Design,Finance & Accounting,0.6785055
2123,Creative & Design,Finance & Accounting,0.6215138
2124,Finance & Accounting,Finance & Accounting,0.81306446
2125,Finance & Accounting,Finance & Accounting,0.83078754
2126,Creative & Design,Finance & Accounting,0.668913
2127,Creative & Design,Finance & Accounting,0.63723284
2128,Creative & Design,Finance & Accounting,0.70564264
2129,Tech & IT,Finance & Accounting,0.7137493
2130,Creative & Design,Finance & Accounting,0.71955144
2131,Healthcare,Finance & Accounting,0.62573004
2132,Other Services,Finance & Accounting,0.67777157
2133,Creative & Design,Finance & Accounting,0.6248154
2134,Creative & Design,Finance & Accounting,0.6965393
2135,Creative & Design,Finance & Accounting,0.58176523
2136,Finance & Accounting,Finance & Accounting,0.8118106
2137,Finance & Accounting,Finance & Accounting,0.7897965
2138,Finance & Accounting,Finance & Accounting,0.7296405
2139,Creative & Design,Finance & Accounting,0.7179556
2140,Hospitality & Food,Finance & Accounting,0.6198386
2141,Creative & Design,Finance & Accounting,0.6967894
2142,Finance & Accounting,Finance & Accounting,0.74435586
2143,Creative & Design,Finance & Accounting,0.7086253
2144,Finance & Accounting,Finance & Accounting,0.67624927
2145,Finance & Accounting,Finance & Accounting,0.78821087
2146,Creative & Design,Finance & Accounting,0.73120964
2147,Creative & Design,Finance & Accounting,0.61918783
2148,Creative & Design,Finance & Accounting,0.7169276
2149,Finance & Accounting,Finance & Accounting,0.6628758
2150,Other Services,Finance & Accounting,0.7141758
2151,Finance & Accounting,Finance & Accounting,0.77553296
2152,Finance & Accounting,Finance & Accounting,0.78958875
2153,Finance & Accounting,Finance & Accounting,0.68833804
2154,Finance & Accounting,Finance & Accounting,0.70183194
2155,Finance & Accounting,Finance & Accounting,0.73807913
2156,Finance & Accounting,Finance & Accounting,0.71080726
2157,Finance & Accounting,Finance & Accounting,0.62697816
2158,Creative & Design,Finance & Accounting,0.63100135
2159,Finance & Accounting,Finance & Accounting,0.72837853
2160,Finance & Accounting,Finance & Accounting,0.6165259
2161,Finance & Accounting,Finance & Accounting,0.7105746
2162,Finance & Accounting,Finance & Accounting,0.7437712
2163,Other Services,Finance & Accounting,0.6806281
2164,Other Services,Finance & Accounting,0.719339
2165,Finance & Accounting,Finance & Accounting,0.73571604
2166,Finance & Accounting,Finance & Accounting,0.70164156
2167,Finance & Accounting,Finance & Accounting,0.73500836
2168,Finance & Accounting,Finance & Accounting,0.78668416
2169,Finance & Accounting,Finance & Accounting,0.7116791
2170,Finance & Accounting,Finance & Accounting,0.74259716
2171,Finance & Accounting,Finance & Accounting,0.6774188
2172,Finance & Accounting,Finance & Accounting,0.6359585
2173,Finance & Accounting,Finance & Accounting,0.79689765
2174,Finance & Accounting,Finance & Accounting,0.73431146
2175,Finance & Accounting,Finance & Accounting,0.6466813
2176,Finance & Accounting,Finance & Accounting,0.73813426
2177,Finance & Accounting,Finance & Accounting,0.7192894
2178,Finance & Accounting,Finance & Accounting,0.71920437
2179,Finance & Accounting,Finance & Accounting,0.70425546
2180,Finance & Accounting,Finance & Accounting,0.7451345
2181,Finance & Accounting,Finance & Accounting,0.7006626
2182,Other Services,Finance & Accounting,0.6385281
2183,Finance & Accounting,Finance & Accounting,0.7575617
2184,Tech & IT,Tech & IT,0.8069817
2185,Finance & Accounting,Finance & Accounting,0.7384085
2186,Finance & Accounting,Finance & Accounting,0.7820688
2187,Finance & Accounting,Finance & Accounting,0.6447551
2188,Finance & Accounting,Finance & Accounting,0.7201489
2189,Healthcare,Finance & Accounting,0.59289354
2190,Tech & IT,Tech & IT,0.7563157
2191,Tech & IT,Tech & IT,0.8401639
2192,Other Services,Finance & Accounting,0.7110296
2193,Finance & Accounting,Finance & Accounting,0.7558378
2194,Finance & Accounting,Finance & Accounting,0.7707926
2195,Finance & Accounting,Finance & Accounting,0.55226743
2196,Finance & Accounting,Finance & Accounting,0.74737394
2197,Other Services,Finance & Accounting,0.7088398
2198,Finance & Accounting,Finance & Accounting,0.73718965
2199,Tech & IT,Tech & IT,0.7321539
2200,Finance & Accounting,Finance & Accounting,0.74841774
2201,Education,Finance & Accounting,0.57036316
2202,Tech & IT,Tech & IT,0.8145884
2203,Finance & Accounting,Finance & Accounting,0.7300105
2204,Finance & Accounting,Finance & Accounting,0.7613674
2205,Finance & Accounting,Finance & Accounting,0.7906551
2206,Finance & Accounting,Finance & Accounting,0.74272895
2207,Education,Finance & Accounting,0.63042116
2208,Finance & Accounting,Finance & Accounting,0.7666712
2209,Finance & Accounting,Finance & Accounting,0.7846997
2210,Healthcare,Finance & Accounting,0.5886035
2211,Tech & IT,Tech & IT,0.7963902
2212,Creative & Design,Finance & Accounting,0.6711443
2213,Finance & Accounting,Finance & Accounting,0.76676214
2214,Finance & Accounting,Finance & Accounting,0.7535427
2215,Other Services,Finance & Accounting,0.7041739
2216,Finance & Accounting,Finance & Accounting,0.69805443
2217,Education,Finance & Accounting,0.6904986
2218,Finance & Accounting,Finance & Accounting,0.7830087
2219,Finance & Accounting,Finance & Accounting,0.7788453
2220,Tech & IT,Tech & IT,0.7732048
2221,Finance & Accounting,Finance & Accounting,0.7504269
2222,Finance & Accounting,Finance & Accounting,0.7747851
2223,Other Services,Finance & Accounting,0.65459096
2224,Finance & Accounting,Finance & Accounting,0.66575915
2225,Finance & Accounting,Finance & Accounting,0.76355803
2226,Healthcare,Finance & Accounting,0.739354
2227,HR & Operations,Finance & Accounting,0.73512846
2228,Finance & Accounting,Finance & Accounting,0.7065989
2229,Finance & Accounting,Finance & Accounting,0.7398356
2230,Finance & Accounting,Finance & Accounting,0.75949746
2231,Finance & Accounting,Finance & Accounting,0.75887495
2232,Finance & Accounting,Finance & Accounting,0.7531016
2233,Finance & Accounting,Finance & Accounting,0.7904787
2234,Finance & Accounting,Finance & Accounting,0.7503046
2235,Finance & Accounting,Finance & Accounting,0.6752034
2236,Finance & Accounting,Finance & Accounting,0.7573577
2237,Finance & Accounting,Finance & Accounting,0.8171171
2238,Other Services,Finance & Accounting,0.76988924
2239,Other Services,Finance & Accounting,0.73654485
2240,Other Services,Finance & Accounting,0.73182946
2241,Creative & Design,Finance & Accounting,0.6390903
2242,Tech & IT,Tech & IT,0.78817636
2243,Finance & Accounting,Finance & Accounting,0.6768234
2244,Finance & Accounting,Finance & Accounting,0.72402465
2245,Finance & Accounting,Finance & Accounting,0.7592848
2246,Other Services,Finance & Accounting,0.70103014
2247,Finance & Accounting,Finance & Accounting,0.7793654
2248,Finance & Accounting,Finance & Accounting,0.7721772
2249,Finance & Accounting,Finance & Accounting,0.66001546
2250,Finance & Accounting,Finance & Accounting,0.6624705
2251,Finance & Accounting,Finance & Accounting,0.7551067
2252,Finance & Accounting,Finance & Accounting,0.75196904
2253,Finance & Accounting,Finance & Accounting,0.8379024
2254,Healthcare,Finance & Accounting,0.63380194
2255,Finance & Accounting,Finance & Accounting,0.7719321
2256,Finance & Accounting,Finance & Accounting,0.69540906
2257,Finance & Accounting,Finance & Accounting,0.76084626
2258,Creative & Design,Finance & Accounting,0.62802947
2259,Healthcare,Finance & Accounting,0.4033392
2260,Finance & Accounting,Finance & Accounting,0.6181433
2261,Finance & Accounting,Finance & Accounting,0.6443671
2262,Finance & Accounting,Finance & Accounting,0.74808955
